ax,ay,az,gx,gy,gz,mx,my,mz,label
-0.05,0.03,-1.01,4.03,-2.50,1.46,21.62,-21.01,11.34,2
-0.05,0.03,-1.01,3.66,-2.75,1.65,21.37,-21.86,12.06,2
-0.05,0.03,-1.01,3.91,-2.56,1.34,21.75,-21.68,10.56,2
-0.05,0.03,-1.01,3.60,-2.81,1.46,21.61,-22.02,10.93,2
-0.05,0.03,-1.01,3.48,-2.75,1.77,21.66,-21.57,11.35,2
-0.05,0.03,-1.01,3.91,-3.11,1.28,21.31,-22.11,12.07,2
-0.05,0.03,-1.01,4.82,-2.81,1.10,22.01,-22.11,11.55,2
-0.05,0.03,-1.01,3.91,-2.50,1.46,21.87,-21.97,11.54,2
-0.05,0.03,-1.01,3.66,-3.05,1.28,21.72,-21.56,12.07,2
-0.05,0.03,-1.01,4.64,-2.87,1.46,21.53,-21.86,11.08,2
-0.05,0.03,-1.01,4.21,-2.69,1.59,21.89,-22.09,11.63,2
-0.05,0.03,-1.01,4.70,-2.50,1.28,22.28,-21.74,11.02,2
-0.05,0.03,-1.01,4.33,-2.81,1.10,21.89,-22.24,11.47,2
-0.05,0.03,-1.01,3.91,-2.93,1.40,21.84,-21.81,10.77,2
-0.05,0.03,-1.01,4.15,-2.81,1.46,21.55,-21.83,11.35,2
-0.05,0.03,-1.01,3.91,-2.87,1.46,22.05,-21.75,11.21,2
-0.05,0.03,-1.01,4.09,-2.87,1.34,21.69,-22.24,11.06,2
-0.05,0.03,-1.01,4.27,-2.69,1.34,22.16,-21.79,11.50,2
-0.05,0.03,-1.01,4.58,-2.69,1.28,21.90,-22.46,10.75,2
-0.05,0.03,-1.01,4.76,-2.81,1.34,21.64,-21.70,11.56,2
-0.05,0.03,-1.01,3.91,-2.81,1.65,21.62,-22.16,12.34,2
-0.05,0.03,-1.01,5.68,-2.81,0.85,21.83,-21.94,11.49,2
-0.05,0.03,-1.01,3.85,-2.50,1.53,21.73,-22.23,11.07,2
-0.05,0.03,-1.01,3.36,-2.81,1.53,22.12,-22.38,12.05,2
-0.05,0.03,-1.01,4.15,-2.81,1.46,21.80,-21.95,12.01,2
-0.05,0.03,-1.01,4.33,-2.62,1.34,21.86,-22.19,12.00,2
-0.05,0.03,-1.01,5.00,-2.56,1.10,21.90,-21.57,11.96,2
-0.05,0.03,-1.01,4.64,-2.87,1.16,21.58,-22.20,10.80,2
-0.05,0.03,-1.01,3.54,-2.50,1.71,22.42,-22.05,11.30,2
-0.05,0.03,-1.01,5.43,-3.05,1.04,21.78,-22.19,11.43,2
-0.05,0.03,-1.02,4.82,-1.89,1.40,21.62,-21.40,11.80,2
-0.05,0.03,-1.01,3.60,-2.56,1.34,22.16,-21.94,11.43,2
-0.05,0.04,-1.00,2.75,-3.05,1.46,21.69,-21.96,11.61,2
-0.04,0.02,-1.02,1.46,-2.50,1.34,22.28,-21.34,11.76,2
-0.05,0.04,-1.01,1.89,-2.44,1.10,21.96,-21.58,11.99,2
-0.05,0.02,-1.01,2.69,-2.93,1.16,22.23,-22.13,11.34,2
-0.05,0.02,-1.01,0.37,-2.81,2.32,22.05,-21.42,11.34,2
-0.05,0.01,-1.01,3.05,-3.05,1.46,21.85,-21.46,11.49,2
-0.05,0.02,-1.01,3.97,-2.44,1.34,22.46,-21.33,11.32,2
-0.05,0.01,-1.01,4.46,-2.44,0.73,21.69,-21.78,11.79,2
-0.05,0.01,-1.01,2.75,-2.56,0.73,21.44,-21.04,11.32,2
-0.05,0.02,-1.01,-1.16,-2.69,2.20,22.09,-21.73,12.18,2
-0.05,0.01,-1.01,4.46,-2.75,1.10,21.66,-21.23,11.52,2
-0.05,0.01,-1.01,5.98,-1.83,1.04,21.79,-21.63,11.16,2
-0.05,0.01,-1.01,4.39,-2.26,1.22,22.11,-21.07,11.94,2
-0.05,0.01,-1.01,4.94,-2.62,1.40,22.07,-21.11,11.47,2
-0.05,0.01,-1.01,3.11,-2.99,1.59,22.30,-20.86,11.24,2
-0.05,0.01,-1.01,3.05,-2.87,1.71,22.03,-20.95,11.49,2
-0.05,0.01,-1.01,4.09,-2.75,1.16,21.77,-20.64,11.76,2
-0.05,0.01,-1.01,3.91,-2.44,2.56,22.25,-21.11,11.68,2
-0.05,0.01,-1.01,4.15,-6.47,10.62,22.29,-21.59,11.88,2
-0.04,0.00,-1.02,1.77,-5.25,0.98,22.61,-21.62,11.49,2
-0.04,0.00,-1.01,-1.65,-4.39,3.91,22.30,-21.40,10.95,2
-0.04,-0.01,-1.01,0.79,-2.56,1.83,21.80,-21.19,12.18,2
-0.04,-0.01,-1.03,-5.49,-4.39,-2.62,21.69,-21.17,11.71,2
-0.04,-0.04,-0.99,-16.36,-5.86,-2.99,21.67,-19.13,11.57,2
-0.03,-0.05,-1.00,-29.30,-6.23,-3.48,21.87,-18.76,12.60,2
-0.03,-0.08,-1.04,-7.57,-3.11,-0.37,21.50,-18.25,12.66,2
-0.04,-0.10,-1.01,-17.21,-2.75,1.34,21.87,-18.21,13.53,2
-0.03,-0.11,-1.01,-5.31,-2.44,2.62,21.83,-17.80,12.92,2
-0.03,-0.14,-1.00,-9.64,-2.75,3.36,21.91,-17.96,13.09,2
-0.03,-0.15,-1.01,-7.75,-1.34,5.19,21.87,-17.18,13.28,2
-0.02,-0.17,-0.99,-21.73,-2.75,6.10,21.70,-15.93,13.49,2
-0.03,-0.18,-0.99,-10.38,-2.99,3.05,22.00,-16.03,13.13,2
-0.03,-0.21,-0.99,0.73,-3.85,-0.18,22.25,-15.77,13.84,2
-0.03,-0.22,-0.96,-25.45,-3.78,4.15,21.89,-15.01,14.32,2
-0.03,-0.24,-0.98,-18.43,-4.58,2.20,22.28,-14.75,14.05,2
-0.02,-0.26,-0.97,-6.84,-2.93,2.69,21.86,-14.34,14.37,2
-0.02,-0.27,-0.97,-14.22,-4.94,2.44,22.40,-14.93,13.76,2
-0.02,-0.29,-0.97,-14.89,-3.30,3.91,22.68,-14.12,14.05,2
-0.02,-0.32,-0.95,-49.62,-3.54,7.69,22.73,-13.56,14.21,2
-0.03,-0.36,-0.96,-5.49,-1.95,3.72,23.18,-13.23,14.47,2
-0.01,-0.36,-0.94,-8.48,-2.14,3.17,23.00,-12.78,14.53,2
-0.02,-0.37,-0.94,-1.65,-2.38,1.77,22.84,-12.26,14.82,2
-0.02,-0.39,-0.96,-13.55,-1.40,4.64,23.01,-11.88,13.70,2
-0.01,-0.41,-0.89,-26.25,-1.53,7.02,23.68,-11.15,14.06,2
-0.03,-0.43,-0.94,13.85,0.12,1.65,23.02,-11.30,14.21,2
-0.01,-0.43,-0.94,0.31,-1.59,3.11,23.49,-11.16,14.69,2
-0.02,-0.43,-0.93,9.28,-2.38,1.53,23.27,-11.56,14.93,2
-0.02,-0.42,-0.92,2.81,-1.83,2.14,23.01,-11.38,15.50,2
-0.02,-0.42,-0.92,3.30,-2.62,1.77,23.22,-10.85,15.37,2
-0.02,-0.41,-0.91,5.19,-3.36,1.16,23.18,-10.96,14.73,2
-0.02,-0.41,-0.92,10.68,-2.62,0.43,23.47,-11.36,14.29,2
-0.02,-0.41,-0.93,6.65,-2.01,1.71,22.85,-11.35,14.51,2
-0.02,-0.41,-0.92,6.84,-2.44,1.34,23.40,-11.01,14.92,2
-0.02,-0.41,-0.92,2.32,-2.38,2.44,22.80,-11.45,14.26,2
-0.02,-0.41,-0.92,3.36,-2.69,1.83,22.51,-11.45,14.60,2
-0.02,-0.41,-0.93,4.76,-2.14,1.83,23.33,-11.18,13.87,2
-0.02,-0.41,-0.92,4.33,-2.81,1.53,22.92,-11.16,13.95,2
-0.02,-0.41,-0.93,7.57,-2.62,1.16,22.66,-10.94,13.78,2
-0.02,-0.41,-0.93,8.00,-3.30,0.49,23.17,-11.43,15.23,2
-0.02,-0.41,-0.93,6.10,-3.42,1.10,23.10,-10.73,15.26,2
-0.02,-0.41,-0.92,4.88,-1.95,1.77,23.39,-10.85,14.32,2
-0.02,-0.41,-0.93,5.00,-2.62,1.53,22.56,-11.05,14.71,2
-0.02,-0.41,-0.93,2.62,-2.75,1.65,22.67,-11.29,14.71,2
-0.02,-0.41,-0.93,3.23,-2.93,1.46,22.83,-11.19,13.98,2
-0.02,-0.41,-0.92,2.87,-3.05,1.53,23.24,-11.08,14.17,2
-0.02,-0.41,-0.92,7.45,-2.56,0.79,23.40,-10.73,15.14,2
-0.02,-0.41,-0.93,5.62,-2.69,1.59,22.39,-10.95,14.14,2
-0.02,-0.40,-0.92,3.42,-2.38,1.95,22.57,-11.74,14.67,2
-0.02,-0.41,-0.93,3.30,-2.56,2.01,22.78,-11.11,13.89,2
-0.02,-0.41,-0.92,3.85,-2.69,1.83,22.63,-10.33,14.33,2
-0.02,-0.41,-0.93,3.97,-2.69,1.71,22.74,-10.69,13.78,2
-0.02,-0.41,-0.92,5.37,-2.69,1.65,22.36,-10.95,14.37,2
-0.02,-0.41,-0.92,4.70,-2.62,1.22,22.88,-10.51,14.82,2
-0.02,-0.41,-0.92,4.46,-2.44,1.71,23.32,-11.13,13.39,2
-0.02,-0.41,-0.92,4.52,-2.32,2.01,22.96,-11.24,13.54,2
-0.02,-0.40,-0.93,4.27,-1.77,2.56,22.46,-11.13,13.85,2
-0.02,-0.40,-0.93,4.58,-2.20,2.14,23.05,-11.00,14.37,2
-0.03,-0.41,-0.92,5.86,-2.26,1.40,22.36,-10.71,13.93,2
-0.02,-0.40,-0.93,4.76,-1.95,2.08,22.12,-10.95,15.16,2
-0.03,-0.40,-0.93,5.31,-2.62,1.53,22.75,-11.21,14.15,2
-0.03,-0.40,-0.92,3.97,-2.01,2.38,22.52,-10.72,14.65,2
-0.03,-0.40,-0.93,6.53,-0.55,2.75,22.25,-10.52,14.12,2
-0.03,-0.40,-0.92,6.71,-1.59,2.08,22.20,-10.93,14.01,2
-0.03,-0.40,-0.93,6.29,-1.89,1.89,22.77,-11.69,14.28,2
-0.03,-0.40,-0.93,7.32,-2.08,1.71,22.79,-10.99,14.79,2
-0.03,-0.39,-0.93,9.58,-1.59,1.89,22.39,-10.93,14.66,2
-0.03,-0.40,-0.95,12.63,-2.20,0.98,21.89,-11.82,14.10,2
-0.03,-0.38,-0.93,8.06,-1.89,2.26,21.59,-11.56,14.26,2
-0.06,-0.38,-0.93,11.05,-2.08,1.46,21.75,-11.35,14.56,2
-0.03,-0.37,-0.94,15.01,-0.43,1.95,21.90,-11.68,14.77,2
-0.03,-0.36,-0.95,14.95,-1.22,1.16,21.58,-12.16,14.16,2
-0.03,-0.35,-0.94,16.48,-2.20,1.65,22.13,-12.38,13.72,2
-0.03,-0.31,-0.96,32.17,-0.85,0.61,21.78,-12.87,13.87,2
-0.04,-0.32,-0.96,16.42,-2.44,1.34,21.64,-13.07,12.99,2
-0.04,-0.29,-1.00,63.78,0.55,-2.50,21.24,-14.33,13.17,2
-0.05,-0.28,-0.98,30.40,-2.32,4.27,21.52,-15.11,15.06,2
-0.04,-0.22,-0.99,21.42,-2.20,1.89,21.45,-15.69,14.27,2
-0.04,-0.22,-0.99,14.34,-2.32,3.48,21.09,-15.92,13.13,2
-0.05,-0.19,-0.99,24.41,0.18,2.81,21.47,-16.66,13.51,2
-0.05,-0.17,-1.00,20.26,-0.67,1.89,21.52,-17.02,13.78,2
-0.05,-0.17,-0.99,16.36,-2.62,3.85,21.68,-17.53,14.05,2
-0.05,-0.14,-1.00,22.71,-1.22,-1.77,21.85,-18.15,13.11,2
-0.05,-0.13,-1.00,20.20,-2.26,-0.55,21.73,-17.82,12.27,2
-0.05,-0.12,-1.00,24.90,-1.22,0.49,21.90,-18.97,12.55,2
-0.06,-0.10,-1.01,29.24,1.10,0.67,22.16,-19.78,12.56,2
-0.06,-0.07,-1.01,28.38,-3.17,5.68,22.06,-20.03,12.70,2
-0.05,-0.04,-1.02,31.80,-5.19,3.42,21.79,-21.23,11.60,2
-0.06,-0.01,-1.01,22.71,-5.86,-1.46,21.46,-21.90,12.06,2
-0.04,0.02,-1.02,45.23,-10.50,-0.43,21.89,-22.63,11.36,2
-0.04,0.04,-1.00,30.40,-6.47,-1.34,22.41,-23.13,10.02,2
-0.04,0.07,-1.00,23.13,-10.31,-4.09,22.79,-24.33,10.05,2
-0.03,0.10,-1.01,40.77,-3.42,-1.83,23.00,-25.45,10.13,2
-0.03,0.13,-1.01,32.35,-2.38,2.32,23.14,-25.54,10.07,2
-0.03,0.16,-0.98,36.25,-5.98,2.81,23.47,-26.34,9.62,2
-0.03,0.22,-0.98,69.64,-8.91,0.67,23.30,-27.76,8.57,2
-0.02,0.25,-0.98,19.53,-2.81,2.44,22.89,-28.42,7.07,2
-0.02,0.28,-0.97,48.71,-6.65,-3.97,23.60,-29.28,6.70,2
-0.03,0.33,-0.98,32.41,-4.09,-4.64,22.88,-29.53,6.63,2
-0.01,0.37,-0.92,39.31,-6.71,1.65,23.32,-30.48,5.43,2
-0.01,0.36,-0.95,21.06,-3.23,0.12,23.23,-29.85,5.68,2
-0.01,0.38,-0.92,40.10,-3.36,-2.81,22.83,-30.62,4.25,2
-0.01,0.40,-0.93,4.70,-2.20,2.08,22.31,-30.38,4.75,2
-0.01,0.39,-0.94,-0.31,-2.20,2.56,22.49,-30.53,4.09,2
-0.01,0.39,-0.93,2.50,-1.83,2.14,22.29,-30.42,5.03,2
-0.01,0.39,-0.93,2.50,-2.56,2.01,22.28,-30.31,5.27,2
-0.01,0.38,-0.94,0.24,-0.73,1.59,22.17,-30.21,5.22,2
-0.02,0.38,-0.93,7.32,-2.44,1.10,22.66,-29.91,5.99,2
-0.01,0.39,-0.93,3.66,-2.38,2.01,22.49,-30.86,5.03,2
-0.01,0.39,-0.93,5.86,-2.75,1.77,22.09,-30.53,4.58,2
-0.01,0.39,-0.93,9.22,-3.48,1.28,22.05,-29.96,5.42,2
-0.01,0.39,-0.93,8.36,-2.62,1.34,22.17,-30.00,4.33,2
-0.02,0.39,-0.92,7.26,-2.38,0.37,22.23,-30.29,3.94,2
-0.02,0.39,-0.93,3.11,-1.83,0.55,22.11,-29.88,4.87,2
-0.02,0.39,-0.93,5.68,-2.99,1.40,22.34,-30.26,4.30,2
-0.02,0.39,-0.93,-2.32,-1.53,2.01,22.02,-30.08,4.54,2
-0.02,0.39,-0.94,5.68,-2.99,1.59,21.64,-30.83,4.88,2
-0.02,0.39,-0.93,2.69,-2.20,1.65,21.95,-29.92,4.64,2
-0.02,0.39,-0.93,2.26,-2.38,1.04,22.40,-29.91,4.46,2
-0.02,0.39,-0.93,8.06,-2.93,1.28,21.97,-29.85,5.10,2
-0.02,0.39,-0.93,3.54,-2.69,1.59,22.16,-30.04,4.47,2
-0.02,0.39,-0.93,2.99,-2.01,0.85,21.85,-29.99,4.13,2
-0.02,0.39,-0.93,1.77,-2.44,1.71,21.62,-29.68,4.83,2
-0.02,0.39,-0.93,4.39,-2.44,0.79,21.14,-29.58,5.41,2
-0.02,0.38,-0.93,2.99,-2.20,0.67,21.08,-29.68,5.52,2
-0.02,0.38,-0.93,5.37,-2.20,1.16,21.55,-29.93,4.92,2
-0.02,0.38,-0.93,3.78,-1.83,0.37,20.96,-28.71,5.35,2
-0.02,0.38,-0.93,2.56,-2.32,1.10,20.94,-29.14,4.66,2
-0.02,0.38,-0.93,2.14,-1.95,0.67,20.96,-29.92,4.44,2
-0.02,0.38,-0.94,4.03,-3.23,1.46,20.98,-28.66,4.19,2
-0.02,0.38,-0.93,4.03,-3.05,1.65,21.06,-28.78,5.51,2
-0.02,0.38,-0.93,4.94,-2.69,0.79,21.36,-29.70,5.14,2
-0.02,0.38,-0.93,5.19,-2.44,0.49,21.00,-28.94,4.44,2
-0.02,0.38,-0.93,1.34,-2.01,0.85,20.89,-29.37,4.94,2
-0.02,0.38,-0.93,4.70,-2.62,0.79,21.29,-29.03,4.72,2
-0.02,0.38,-0.93,6.65,-3.36,1.22,21.14,-29.21,5.15,2
-0.02,0.38,-0.93,2.44,-2.81,1.40,21.03,-29.35,5.21,2
-0.02,0.38,-0.93,5.92,-2.44,0.73,21.58,-29.15,4.47,2
-0.02,0.38,-0.93,4.52,-2.56,0.37,21.13,-29.10,4.87,2
-0.02,0.38,-0.93,7.93,-3.05,0.92,21.33,-29.09,4.22,2
-0.02,0.38,-0.93,2.93,-2.44,1.04,21.17,-28.89,4.75,2
-0.02,0.38,-0.93,3.97,-3.11,1.04,21.37,-29.19,5.44,2
-0.02,0.38,-0.93,4.27,-3.11,1.53,21.13,-29.93,5.15,2
-0.02,0.38,-0.93,6.53,-3.72,0.85,21.74,-29.25,4.74,2
-0.02,0.38,-0.93,4.64,-2.81,1.10,21.39,-29.46,4.98,2
-0.02,0.38,-0.93,3.97,-2.62,1.04,21.11,-29.85,5.55,2
-0.02,0.38,-0.93,5.07,-2.44,0.73,21.01,-29.70,5.85,2
-0.02,0.38,-0.93,2.93,-2.44,1.10,21.28,-29.42,5.41,2
-0.02,0.38,-0.93,4.58,-2.81,1.22,21.42,-29.69,4.03,2
-0.02,0.39,-0.93,3.78,-2.75,1.10,21.73,-29.44,4.32,2
-0.02,0.38,-0.93,3.48,-3.36,1.71,21.98,-29.65,4.32,2
-0.02,0.38,-0.93,4.33,-2.56,0.67,21.77,-29.44,4.36,2
-0.02,0.38,-0.93,8.30,-3.23,0.18,21.44,-29.55,4.39,2
-0.02,0.38,-0.93,4.64,-2.87,1.53,21.77,-29.14,4.28,2
-0.02,0.38,-0.93,0.06,-2.20,0.85,21.50,-29.54,5.27,2
-0.02,0.38,-0.93,3.17,-2.38,1.16,21.40,-28.87,5.40,2
-0.02,0.38,-0.94,2.38,-2.14,1.22,20.98,-29.35,4.58,2
-0.02,0.38,-0.93,3.36,-2.44,1.22,20.94,-29.41,5.18,2
-0.02,0.38,-0.94,3.91,-2.75,0.79,21.26,-29.08,5.85,2
-0.02,0.38,-0.93,5.74,-3.11,0.85,21.73,-29.55,5.37,2
-0.02,0.38,-0.94,4.64,-2.87,0.61,21.39,-29.25,5.55,2
-0.02,0.38,-0.93,4.39,-2.99,1.28,21.30,-29.33,4.48,2
-0.02,0.38,-0.94,1.53,-2.26,1.40,21.06,-29.36,5.41,2
-0.02,0.38,-0.93,7.57,-3.42,1.10,21.59,-29.36,4.96,2
-0.02,0.38,-0.93,2.14,-2.81,2.08,21.25,-29.05,4.77,2
-0.02,0.38,-0.94,6.71,-2.81,0.79,21.44,-28.92,5.33,2
-0.02,0.38,-0.93,3.85,-2.38,0.79,21.36,-28.92,5.73,2
-0.02,0.38,-0.94,6.65,-3.05,0.98,21.66,-29.30,5.37,2
-0.02,0.38,-0.93,2.08,-2.20,1.16,21.58,-29.05,5.08,2
-0.02,0.38,-0.93,6.10,-3.11,0.43,21.69,-29.24,4.60,2
-0.02,0.38,-0.93,3.05,-2.75,1.46,21.75,-29.24,5.32,2
-0.02,0.38,-0.93,5.62,-2.99,0.98,21.28,-29.46,5.26,2
-0.02,0.38,-0.94,3.66,-2.69,1.46,21.39,-29.24,4.22,2
-0.02,0.38,-0.93,6.04,-2.50,0.85,21.35,-29.09,4.42,2
-0.02,0.38,-0.93,3.66,-2.93,1.71,21.39,-29.14,5.46,2
-0.02,0.38,-0.94,2.81,-2.01,1.22,21.62,-29.28,4.72,2
-0.02,0.38,-0.93,5.62,-3.05,1.40,21.26,-29.26,4.19,2
-0.02,0.38,-0.93,3.23,-2.50,0.98,21.51,-28.70,4.57,2
-0.02,0.38,-0.93,5.68,-3.30,1.04,21.61,-29.19,4.46,2
-0.02,0.38,-0.94,2.44,-2.32,1.53,21.62,-29.38,4.64,2
-0.02,0.38,-0.94,3.91,-2.62,0.98,21.37,-29.33,4.70,2
-0.02,0.38,-0.93,3.48,-2.01,0.49,21.73,-29.59,3.83,2
-0.02,0.37,-0.94,2.62,-2.62,1.22,21.39,-29.49,3.59,2
-0.02,0.37,-0.93,-3.23,-1.77,1.40,21.59,-29.16,5.02,2
-0.03,0.36,-0.95,-12.63,-0.55,1.83,21.94,-28.47,5.59,2
-0.02,0.32,-0.94,-29.72,2.69,3.23,20.83,-27.73,6.43,2
-0.03,0.30,-0.96,-11.66,-0.85,1.34,20.70,-27.60,6.85,2
-0.04,0.26,-0.99,-30.64,1.22,2.38,20.90,-26.40,7.17,2
-0.03,0.25,-0.96,0.37,-4.33,3.17,21.63,-27.36,6.64,2
-0.04,0.26,-0.97,-8.18,-2.38,1.65,21.18,-26.61,7.85,2
-0.04,0.24,-0.97,-2.44,-2.87,0.43,20.74,-26.87,7.40,2
-0.04,0.22,-0.99,-8.18,-2.62,1.59,20.91,-25.94,8.03,2
-0.02,0.22,-0.99,-2.50,-6.59,5.37,21.07,-25.92,8.92,2
-0.03,0.21,-0.99,-6.53,-8.61,4.76,21.11,-26.37,9.01,2
0.00,0.19,-0.96,-9.95,-12.45,1.16,21.53,-25.88,8.51,2
-0.02,0.18,-1.02,-17.94,-7.87,-2.20,22.28,-26.07,9.11,2
-0.00,0.15,-1.00,-17.15,-14.83,0.79,22.14,-25.88,9.27,2
0.02,0.15,-0.99,-5.98,-17.52,-3.11,22.57,-24.63,10.33,2
0.03,0.12,-1.00,-8.24,-17.09,-2.93,22.61,-23.71,9.94,2
0.05,0.12,-1.01,-15.50,-18.98,-1.77,23.54,-23.79,9.56,2
0.06,0.09,-0.99,-14.53,-15.87,-1.34,23.89,-23.71,10.17,2
0.07,0.06,-1.01,-20.26,-15.87,1.59,23.43,-22.94,10.36,2
0.09,0.04,-1.00,-11.66,-18.25,1.83,24.63,-22.00,10.88,2
0.10,0.02,-1.02,-12.02,-18.25,1.46,25.24,-22.00,10.91,2
0.12,0.03,-0.99,-12.70,-10.25,5.62,24.90,-21.11,10.96,2
0.13,-0.01,-0.98,-22.71,-16.54,-3.72,24.83,-20.57,9.94,2
0.14,-0.03,-1.00,-18.37,-12.45,0.31,25.07,-19.78,11.29,2
